state,highway,exit_id,title,exit_name,exit_description,exit_location,iexit_detail_link,latitude,longitude,google_maps_link,direction
New Jersey,I-278,63,Elizabeth; Linden,EXIT,Elizabeth; Linden,"Linden, New Jersey",https://www.iexitapp.com/New%20Jersey/I-278/Exit%20/63,40.643271,-74.217258,http://maps.google.com/maps?t=m&q=loc:40.643271+-74.217258,Northbound
