state,highway,exit_id,title,exit_name,exit_description,exit_location,iexit_detail_link,latitude,longitude,google_maps_link,direction
New York,Garden State Parkway,42916,CR 41; Schoolhouse Road,EXIT,CR 41; Schoolhouse Road,"Spring Valley, New York",https://www.iexitapp.com/New%20York/Garden%20State%20Parkway/Exit%20/42916,41.073885,-74.05197,http://maps.google.com/maps?t=m&q=loc:41.073885+-74.05197,Southbound
